trip_id,date,time,driver_id,start_location,end_location,distance,duration,petrol_price,vehicle_mileage,weather,peak_hours,total_fare,Driver_Service,No_of_Seats,Car_Type,Driver_Wages
472500,06-05-2024,13:37:58,17593208,Velachery,College Campus,12.8,72,87.85,13,Sunny,True,168.67,Yes,6,SUV,7682
793210,24-07-2024,22:00:35,48897362,College Campus,Velachery,24.6,27,88.06,20,Cloudy,True,211.21,No,4,Hatchback,0
206796,04-03-2024,00:32:32,3726781,Porur,College Campus,18.6,87,85.0,17,Rainy,True,181.35,Yes,5,SUV,6707
653788,09-01-2024,07:23:42,94907036,College Campus,Porur,23.8,77,91.97,18,Rainy,False,218.89,No,4,Hatchback,0
757040,19-10-2024,23:39:19,24592667,College Campus,Velachery,14.1,80,89.35,17,Cloudy,True,133.39,No,4,Hatchback,0
640988,15-06-2024,15:39:58,6892626,College Campus,Adyar,7.5,49,87.53,20,Sunny,False,64.01,Yes,5,Minivan,7923
989779,06-08-2024,20:45:42,40746601,Anna Nagar,College Campus,17.1,45,91.88,15,Sunny,False,188.54,Yes,7,Hatchback,8784
866491,02-10-2024,06:37:07,97556110,Tambaram,College Campus,20.0,58,89.65,13,Cloudy,True,268.95,Yes,6,SUV,7830
632732,08-04-2024,01:46:51,25748356,College Campus,Adyar,14.0,61,86.05,12,Rainy,False,180.71,No,7,Sedan,0
954654,21-07-2024,13:21:32,86965788,College Campus,Porur,25.8,60,88.69,19,Sunny,False,234.84,Yes,4,Hatchback,5242
950868,25-11-2024,23:39:00,39117169,Anna Nagar,College Campus,20.1,26,95.16,19,Rainy,False,181.2,Yes,4,Sedan,6498
870694,08-07-2024,08:28:55,99530539,College Campus,Velachery,12.2,48,88.63,14,Sunny,True,150.61,No,4,Sedan,0
142048,26-03-2024,17:04:17,66302709,College Campus,Mylapore,11.3,83,86.06,16,Rainy,False,100.29,Yes,5,Minivan,8535
515085,27-11-2024,14:17:45,10392116,College Campus,Adyar,10.4,77,94.7,15,Cloudy,False,118.19,Yes,7,Sedan,6829
644959,27-02-2024,15:39:56,4349625,Velachery,College Campus,24.0,73,85.71,13,Rainy,False,284.82,No,7,Minivan,0
960216,02-05-2024,01:12:25,5464504,College Campus,Mylapore,28.6,48,87.66,17,Sunny,False,243.33,Yes,6,Sedan,8015
399423,25-02-2024,12:09:05,63581376,Velachery,College Campus,28.7,38,86.29,13,Rainy,True,314.33,No,5,Minivan,0
43052,21-04-2024,06:26:37,72505843,Tambaram,College Campus,6.0,72,85.35,14,Cloudy,False,71.33,No,4,Minivan,0
392952,06-09-2024,20:05:13,42096765,Mylapore,College Campus,6.1,62,91.46,19,Sunny,False,52.85,Yes,7,Minivan,6649
892537,23-07-2024,18:46:25,35949987,Tambaram,College Campus,11.5,55,88.53,13,Rainy,True,129.22,Yes,6,Minivan,5597
905724,14-01-2024,02:39:08,10999187,Velachery,College Campus,8.7,56,90.94,17,Sunny,False,76.79,No,6,Hatchback,0
30464,05-02-2024,16:35:40,4005846,Mylapore,College Campus,21.6,57,87.07,18,Rainy,False,172.4,No,6,Hatchback,0
547080,21-02-2024,20:21:17,2026571,College Campus,Anna Nagar,19.8,62,85.0,13,Rainy,True,213.61,No,7,Sedan,0
799852,09-02-2024,06:11:13,35776479,College Campus,Mylapore,17.4,63,85.63,14,Rainy,False,175.6,Yes,4,Sedan,8436
610949,17-04-2024,18:53:55,33987982,College Campus,Porur,17.1,37,86.23,14,Rainy,False,189.58,Yes,5,SUV,6521
663450,03-02-2024,11:01:06,33322903,Adyar,College Campus,26.5,64,87.27,20,Cloudy,False,208.14,No,5,Sedan,0
320832,29-02-2024,01:56:34,76420011,College Campus,Anna Nagar,21.9,79,86.37,19,Cloudy,False,179.2,No,5,Hatchback,0
447958,29-05-2024,12:30:12,10327139,Velachery,College Campus,21.2,16,85.59,13,Sunny,True,272.18,No,5,Sedan,0
825729,08-11-2024,06:34:31,80675562,Velachery,College Campus,15.1,78,92.33,20,Cloudy,True,135.93,Yes,7,Hatchback,7362
975298,01-07-2024,19:38:52,74436050,Adyar,College Campus,28.3,15,89.12,20,Cloudy,True,208.07,Yes,6,Hatchback,8922
775268,28-01-2024,01:00:29,65503395,College Campus,Mylapore,22.5,71,87.62,14,Rainy,True,253.47,Yes,5,SUV,5965
86631,09-12-2024,13:06:58,36866331,T Nagar,College Campus,29.6,46,93.75,14,Rainy,False,327.05,No,5,Sedan,0
824846,26-10-2024,11:57:20,24356086,Mylapore,College Campus,18.8,76,90.93,19,Sunny,True,175.45,No,6,Minivan,0
621295,29-02-2024,08:17:23,38209144,Mylapore,College Campus,8.7,72,86.37,14,Sunny,True,104.66,No,7,Hatchback,0
468431,18-08-2024,11:17:45,61095722,Adyar,College Campus,29.0,67,91.11,12,Rainy,False,429.36,Yes,4,SUV,6285
601178,19-08-2024,18:35:25,11023448,Mylapore,College Campus,23.1,67,91.21,17,Cloudy,True,241.68,Yes,7,Sedan,8750
229271,29-01-2024,05:51:55,25748356,College Campus,Velachery,23.8,57,87.32,20,Sunny,False,171.45,No,4,Sedan,0
848469,07-02-2024,20:09:08,35166245,Porur,College Campus,16.9,59,86.19,19,Rainy,True,137.99,No,5,SUV,0
690283,25-06-2024,04:42:24,20235700,College Campus,Porur,21.8,15,87.82,16,Cloudy,False,197.43,Yes,5,SUV,7149
552135,04-07-2024,18:38:40,71325726,Mylapore,College Campus,10.1,79,89.61,19,Cloudy,True,85.74,No,5,SUV,0
638339,10-03-2024,11:17:40,67303032,T Nagar,College Campus,27.2,63,86.41,20,Rainy,False,229.16,Yes,5,Sedan,7368
296024,22-01-2024,02:21:17,81044174,College Campus,Tambaram,6.1,75,88.91,19,Sunny,True,51.38,No,5,SUV,0
378178,07-10-2024,14:10:50,80675562,College Campus,Adyar,25.1,25,89.35,16,Sunny,True,231.28,Yes,7,Sedan,7855
83828,28-12-2024,01:57:48,32632046,College Campus,Mylapore,14.4,73,93.03,19,Sunny,True,126.91,Yes,4,Hatchback,5998
236097,28-06-2024,07:57:02,48406017,College Campus,T Nagar,11.4,74,89.77,16,Cloudy,False,105.54,Yes,6,Sedan,7405
330615,09-01-2024,12:51:38,37012343,Porur,College Campus,19.7,35,91.97,15,Rainy,True,199.3,No,5,SUV,0
248613,28-10-2024,18:52:45,35949987,College Campus,Porur,6.5,59,90.24,12,Cloudy,True,87.98,No,5,SUV,0
136801,31-10-2024,21:52:48,67111070,Adyar,College Campus,10.8,65,90.9,12,Rainy,True,134.99,Yes,6,Minivan,5500
625916,28-07-2024,14:29:27,93916087,Velachery,College Campus,26.3,30,90.75,20,Rainy,False,196.9,No,5,Sedan,0
743260,11-12-2024,21:30:23,73970668,Velachery,College Campus,18.9,47,93.63,17,Cloudy,False,187.37,No,5,Sedan,0
679355,06-03-2024,10:02:57,36866331,Velachery,College Campus,10.0,28,86.08,14,Rainy,False,110.67,Yes,4,SUV,6079
184586,25-08-2024,15:50:22,26809787,College Campus,Adyar,16.6,74,91.38,17,Sunny,True,160.61,Yes,7,SUV,6550
776014,31-10-2024,18:07:23,52571372,T Nagar,College Campus,26.6,36,90.9,16,Sunny,False,249.35,Yes,5,Sedan,6157
311367,04-12-2024,17:50:14,88313965,College Campus,Anna Nagar,19.5,40,94.45,12,Cloudy,False,299.29,Yes,6,SUV,8139
95130,18-03-2024,15:23:13,19307819,Velachery,College Campus,14.5,79,87.12,18,Cloudy,False,115.8,Yes,4,Sedan,6546
90663,16-03-2024,19:53:57,82489609,Anna Nagar,College Campus,19.7,57,87.22,20,Rainy,False,141.75,No,6,Hatchback,0
68826,17-02-2024,18:32:50,78792784,College Campus,Porur,9.0,61,85.53,12,Cloudy,False,125.09,Yes,4,SUV,8265
200729,13-12-2024,10:50:08,48406017,College Campus,T Nagar,19.6,34,92.2,20,Sunny,False,176.19,No,4,SUV,0
876589,04-12-2024,13:10:34,22767702,College Campus,Tambaram,15.6,45,94.45,14,Cloudy,True,205.23,Yes,4,Sedan,6253
279062,30-07-2024,01:41:44,65738665,College Campus,Mylapore,10.7,89,91.61,13,Cloudy,False,124.41,Yes,4,Minivan,8360
773163,03-01-2024,19:28:35,84924297,College Campus,T Nagar,23.4,83,90.5,14,Sunny,False,294.97,No,6,Minivan,0
505670,02-11-2024,09:40:30,74763087,College Campus,Anna Nagar,11.0,29,91.6,15,Cloudy,True,120.91,No,7,Hatchback,0
298727,29-02-2024,03:18:54,70140206,Mylapore,College Campus,10.8,68,86.37,16,Sunny,True,96.19,Yes,4,Sedan,8275
444055,27-05-2024,06:00:50,62891946,College Campus,Adyar,9.3,74,85.18,19,Cloudy,True,75.05,Yes,6,Hatchback,8850
990324,22-02-2024,00:28:54,77173436,College Campus,Porur,16.3,19,85.0,14,Rainy,False,178.14,No,4,Sedan,0
763190,16-05-2024,02:38:25,72930733,Porur,College Campus,18.5,65,86.25,20,Cloudy,True,155.57,No,5,SUV,0
590146,06-06-2024,05:35:42,90156880,College Campus,Mylapore,6.1,86,86.62,16,Sunny,True,64.4,Yes,7,SUV,6552
440686,05-03-2024,14:38:46,64318834,College Campus,Tambaram,20.3,51,85.41,17,Sunny,True,183.58,Yes,5,Hatchback,8543
204530,18-05-2024,08:26:34,38301431,Adyar,College Campus,26.2,86,86.5,19,Rainy,False,196.81,No,5,Hatchback,0
48191,23-04-2024,09:48:08,73547804,College Campus,Velachery,23.0,41,86.61,16,Sunny,False,224.1,No,4,Minivan,0
138424,26-04-2024,17:51:14,85493201,College Campus,Mylapore,5.2,83,86.65,15,Rainy,True,58.58,No,7,SUV,0
934414,30-07-2024,02:06:50,60348132,College Campus,Velachery,12.3,66,91.61,13,Rainy,False,156.02,No,6,SUV,0
880414,28-11-2024,17:20:46,73970668,Velachery,College Campus,23.2,60,94.74,20,Cloudy,False,214.3,Yes,7,SUV,5034
108218,16-06-2024,15:30:58,26693521,College Campus,Anna Nagar,7.6,46,88.48,18,Rainy,True,67.24,No,7,Sedan,0
842423,01-07-2024,11:51:50,91350006,College Campus,Velachery,21.1,33,89.12,19,Cloudy,False,163.3,No,5,SUV,0
592626,24-11-2024,22:16:47,30154547,College Campus,Porur,26.3,37,94.85,15,Rainy,False,274.4,Yes,5,Sedan,7441
461148,24-01-2024,01:39:49,30187360,College Campus,Velachery,18.3,77,88.23,12,Sunny,False,242.19,No,4,SUV,0
732883,31-01-2024,06:19:59,73307519,Adyar,College Campus,13.3,26,86.88,14,Rainy,False,160.95,No,7,SUV,0
146974,30-04-2024,19:54:19,52494856,College Campus,Velachery,19.9,25,87.41,13,Sunny,False,260.92,Yes,5,SUV,5346
754208,27-09-2024,14:36:00,60220729,College Campus,Tambaram,10.3,53,90.04,12,Cloudy,False,127.52,No,4,SUV,0
341457,04-10-2024,03:41:26,25748356,Anna Nagar,College Campus,9.9,43,89.45,12,Sunny,True,121.76,No,5,Minivan,0
227002,30-05-2024,12:18:09,91116361,College Campus,T Nagar,18.3,28,85.71,12,Cloudy,False,215.67,No,5,SUV,0
658125,06-11-2024,07:56:07,4584649,College Campus,Velachery,23.8,47,91.37,18,Sunny,True,235.58,No,7,Hatchback,0
964865,07-02-2024,05:57:42,90156880,T Nagar,College Campus,26.7,76,86.19,12,Cloudy,True,345.19,No,4,Sedan,0
701311,14-12-2024,10:03:37,41258565,Tambaram,College Campus,26.8,46,91.84,12,Rainy,True,399.96,No,6,Sedan,0
509886,19-06-2024,22:52:57,38301431,College Campus,Adyar,26.6,26,87.53,18,Sunny,True,232.83,Yes,6,SUV,7936
621842,15-07-2024,04:14:38,45657786,Anna Nagar,College Campus,6.3,24,88.15,19,Rainy,True,52.61,No,6,Hatchback,0
509947,02-01-2024,22:37:26,54001685,College Campus,Mylapore,29.8,73,90.18,12,Rainy,True,403.1,No,5,Sedan,0
910347,07-01-2024,04:48:45,7908913,Velachery,College Campus,14.5,40,91.82,17,Sunny,True,152.72,No,6,Hatchback,0
777381,31-08-2024,03:48:44,75189975,College Campus,Porur,19.2,15,91.71,16,Sunny,False,181.59,No,6,Sedan,0
544226,25-05-2024,23:06:22,20473050,Tambaram,College Campus,15.6,69,86.46,13,Cloudy,False,171.19,No,7,Hatchback,0
465057,07-05-2024,11:48:13,29860252,T Nagar,College Campus,10.1,90,87.56,15,Sunny,True,106.12,No,6,Minivan,0
605092,04-07-2024,08:29:40,56568324,College Campus,Velachery,6.7,85,89.61,19,Rainy,False,61.62,Yes,5,SUV,5824
533467,08-08-2024,00:49:49,86884330,Adyar,College Campus,14.5,58,93.08,19,Cloudy,True,117.21,No,6,Minivan,0
225013,02-11-2024,08:26:11,2016998,College Campus,T Nagar,27.9,67,91.6,18,Cloudy,True,234.27,Yes,7,SUV,7878
106655,05-03-2024,03:27:51,41752129,College Campus,Porur,28.6,37,85.41,12,Rainy,True,396.94,No,7,Sedan,0
541205,19-07-2024,05:39:50,97556110,College Campus,Tambaram,24.2,28,87.87,17,Cloudy,False,225.15,Yes,6,SUV,5333
993118,24-04-2024,01:41:53,48540760,College Campus,Mylapore,23.5,44,86.52,19,Rainy,True,208.67,No,5,Sedan,0
905684,14-12-2024,08:06:01,4584649,Adyar,College Campus,16.4,55,91.84,14,Sunny,True,177.51,No,4,Hatchback,0
201773,29-07-2024,05:25:30,6608430,Tambaram,College Campus,11.0,56,91.04,15,Sunny,True,110.16,Yes,6,SUV,5009
804103,28-11-2024,13:29:53,90960006,Velachery,College Campus,19.9,42,94.74,19,Cloudy,True,178.61,Yes,4,Hatchback,6223
536902,19-02-2024,09:58:16,72505843,T Nagar,College Campus,12.1,77,85.0,16,Rainy,False,106.06,Yes,4,SUV,6572
161489,23-03-2024,14:41:27,52494856,T Nagar,College Campus,25.6,16,86.98,17,Cloudy,False,255.41,No,6,Hatchback,0
592972,28-01-2024,15:29:07,26105691,Velachery,College Campus,29.9,53,87.62,14,Rainy,False,308.77,Yes,5,Sedan,6198
174310,26-12-2024,20:39:39,8815776,Velachery,College Campus,19.6,40,92.32,20,Cloudy,True,176.42,No,5,Hatchback,0
451916,28-05-2024,10:10:50,47586836,Anna Nagar,College Campus,28.0,56,85.44,14,Cloudy,True,281.95,Yes,7,Hatchback,8269
923362,24-10-2024,11:09:23,18727561,College Campus,Adyar,25.3,71,90.21,14,Rainy,False,268.99,No,7,Hatchback,0
135533,30-05-2024,20:45:51,52992478,College Campus,Anna Nagar,27.2,29,85.71,12,Cloudy,False,320.56,No,6,Minivan,0
765800,15-04-2024,14:39:50,50849039,Mylapore,College Campus,15.7,53,85.2,19,Cloudy,True,116.16,No,4,Sedan,0
997080,17-04-2024,15:05:02,86884330,College Campus,Porur,8.6,75,86.23,17,Rainy,True,71.98,No,4,Hatchback,0
815141,12-08-2024,15:22:06,26106661,T Nagar,College Campus,6.4,58,91.45,19,Sunny,True,55.45,No,6,Sedan,0
583765,29-04-2024,23:34:23,47162123,College Campus,Tambaram,22.2,87,87.01,16,Rainy,True,217.31,No,7,Hatchback,0
908864,12-08-2024,22:56:42,51688974,College Campus,Anna Nagar,18.8,76,91.45,18,Cloudy,True,171.93,Yes,4,SUV,7393
231890,30-03-2024,14:02:39,48454634,College Campus,Velachery,24.2,17,86.68,15,Cloudy,False,251.72,Yes,6,Sedan,5523
160393,13-06-2024,07:33:09,88469238,Tambaram,College Campus,18.6,61,86.91,13,Rainy,False,223.83,Yes,7,Hatchback,6625
805096,23-09-2024,20:39:00,6652496,College Campus,Velachery,11.6,64,90.19,17,Rainy,True,101.54,No,5,Minivan,0
761626,03-05-2024,20:48:50,26571195,College Campus,Porur,19.5,37,86.95,12,Cloudy,True,275.52,Yes,5,SUV,6341
852625,16-07-2024,17:19:51,26820555,Mylapore,College Campus,19.0,53,88.23,13,Cloudy,False,212.77,Yes,7,Sedan,8902
291136,19-03-2024,14:45:29,19248173,Tambaram,College Campus,26.5,88,87.16,14,Cloudy,True,272.22,No,7,Sedan,0
679321,22-07-2024,22:02:32,15279464,College Campus,Mylapore,14.1,42,89.21,15,Rainy,True,150.94,Yes,5,Hatchback,7918
823463,20-03-2024,07:51:51,56233038,College Campus,Tambaram,27.0,15,86.17,13,Sunny,True,322.14,No,7,Minivan,0
81480,22-09-2024,14:46:49,17088443,College Campus,Anna Nagar,27.2,60,89.38,15,Rainy,True,267.42,No,5,SUV,0
230967,05-10-2024,00:35:21,88603307,College Campus,Porur,8.4,38,89.49,16,Sunny,True,91.62,Yes,5,Minivan,7093
608037,04-02-2024,14:02:58,77173436,College Campus,Mylapore,5.4,34,87.68,15,Sunny,True,56.82,Yes,5,Sedan,5281
506697,22-07-2024,14:49:13,97147222,Tambaram,College Campus,24.7,37,89.21,12,Cloudy,False,330.52,Yes,6,Minivan,5783
834162,07-08-2024,05:24:59,26622877,Mylapore,College Campus,29.0,56,91.93,16,Sunny,True,274.93,Yes,5,Minivan,7901
443045,06-09-2024,04:06:32,53497118,College Campus,Porur,5.3,32,91.46,12,Sunny,False,66.65,Yes,6,SUV,8012
184591,23-08-2024,04:25:37,38032229,Porur,College Campus,27.5,49,92.3,13,Sunny,True,380.74,No,5,Sedan,0
591784,18-11-2024,07:54:35,90490165,Velachery,College Campus,14.5,56,93.62,12,Cloudy,False,186.65,No,6,Sedan,0
87941,19-05-2024,19:41:57,53954810,College Campus,Mylapore,11.2,89,85.88,15,Cloudy,True,125.04,Yes,5,Minivan,5211
85135,24-04-2024,03:15:30,15889610,Anna Nagar,College Campus,22.1,54,86.52,19,Sunny,True,166.05,No,6,Hatchback,0
195806,15-12-2024,20:28:16,88715836,Adyar,College Campus,17.4,58,91.74,15,Sunny,True,191.55,No,6,Hatchback,0
463527,08-06-2024,17:40:23,28585094,College Campus,Porur,10.3,83,86.36,12,Sunny,True,122.31,No,5,Minivan,0
993522,29-05-2024,06:59:03,60756282,College Campus,Tambaram,10.6,53,85.59,15,Rainy,False,108.87,No,6,Minivan,0
763270,07-01-2024,03:44:00,26105691,Porur,College Campus,17.3,85,91.82,16,Cloudy,True,163.81,No,6,Hatchback,0
57591,30-12-2024,19:56:36,85526442,College Campus,Velachery,15.0,74,93.58,12,Rainy,False,228.1,No,5,Hatchback,0
674288,07-07-2024,00:57:23,60250094,College Campus,Mylapore,17.9,38,89.38,16,Sunny,False,179.99,No,5,Sedan,0
701137,14-05-2024,23:42:41,21589659,Tambaram,College Campus,22.0,60,85.87,13,Cloudy,False,261.57,No,5,Sedan,0
656257,28-05-2024,20:09:19,85571452,College Campus,Mylapore,6.9,17,85.44,15,Sunny,False,76.64,No,6,SUV,0
472048,05-01-2024,14:27:06,56025278,Anna Nagar,College Campus,12.5,60,91.15,13,Sunny,False,144.61,No,5,Hatchback,0
499058,14-06-2024,16:42:28,8444353,College Campus,Velachery,19.1,36,87.12,20,Sunny,False,137.28,No,5,Sedan,0
667852,21-10-2024,10:49:56,33322903,College Campus,Tambaram,26.0,38,89.95,17,Sunny,True,268.26,Yes,4,SUV,6781
839948,23-07-2024,16:54:28,99530539,T Nagar,College Campus,6.1,33,88.53,12,Sunny,True,87.76,Yes,4,Hatchback,7492
547916,16-03-2024,14:23:50,12816176,Adyar,College Campus,17.3,86,87.22,13,Rainy,False,226.34,No,4,Sedan,0
9395,15-12-2024,15:39:18,93349064,Mylapore,College Campus,12.4,26,91.74,19,Rainy,False,107.77,Yes,4,Hatchback,6313
489196,11-03-2024,10:21:35,14729020,College Campus,Porur,19.7,74,86.59,13,Sunny,False,236.19,No,7,Sedan,0
663912,08-12-2024,01:11:42,7366427,Velachery,College Campus,6.2,42,94.0,20,Sunny,True,56.82,Yes,7,Sedan,6835
209518,16-12-2024,21:28:35,32632046,Anna Nagar,College Campus,13.5,15,91.89,13,Rainy,True,157.45,Yes,6,Minivan,6918
440048,23-04-2024,18:21:13,33322903,Velachery,College Campus,7.5,18,86.61,12,Sunny,True,105.56,No,6,SUV,0
333422,02-06-2024,17:44:50,33987982,College Campus,T Nagar,5.4,39,85.66,17,Sunny,True,44.9,Yes,6,Sedan,7485
718579,25-10-2024,11:03:25,75151002,College Campus,Porur,25.9,37,90.62,15,Rainy,True,305.12,No,7,Hatchback,0
7261,24-11-2024,22:31:28,11403384,College Campus,Adyar,5.3,78,94.85,14,Rainy,False,59.25,No,7,Minivan,0
24136,05-08-2024,11:49:56,44599482,Mylapore,College Campus,15.1,75,92.13,20,Rainy,True,135.64,Yes,4,SUV,7806
696538,11-03-2024,20:23:58,18727561,Adyar,College Campus,17.3,89,86.59,15,Sunny,True,164.78,Yes,7,Minivan,7335
200829,03-08-2024,00:05:51,16651151,Mylapore,College Campus,12.0,89,92.63,19,Rainy,True,105.31,No,5,Minivan,0
84001,30-05-2024,20:53:26,20838055,College Campus,Porur,13.9,67,85.71,16,Rainy,False,122.86,Yes,6,Hatchback,5530
559461,07-09-2024,06:37:02,94907036,College Campus,Adyar,9.0,54,90.83,19,Cloudy,True,83.9,No,4,Minivan,0
358512,01-07-2024,19:18:33,96452877,Adyar,College Campus,16.5,88,89.12,13,Rainy,True,220.57,No,4,Sedan,0
507486,12-04-2024,12:04:31,26646392,College Campus,Tambaram,21.3,77,85.0,19,Rainy,True,157.23,No,6,SUV,0
767612,19-03-2024,08:10:37,91116361,College Campus,Adyar,25.8,67,87.16,14,Sunny,False,265.03,No,4,SUV,0
264726,13-06-2024,02:14:37,57935787,College Campus,Anna Nagar,18.2,75,86.91,16,Rainy,False,192.78,Yes,7,Hatchback,7559
364149,02-06-2024,13:04:27,38537209,Tambaram,College Campus,9.9,79,85.66,14,Cloudy,False,118.12,Yes,4,Hatchback,5887
159820,17-10-2024,00:42:42,52545565,College Campus,Velachery,14.4,41,89.89,16,Cloudy,False,133.49,Yes,6,Sedan,8646
38206,06-10-2024,23:30:14,93916087,Tambaram,College Campus,27.8,48,89.3,12,Cloudy,False,403.41,No,4,SUV,0
373507,14-05-2024,11:48:41,61327131,Anna Nagar,College Campus,19.8,69,85.87,20,Rainy,True,140.27,Yes,7,Sedan,5501
983046,07-08-2024,20:50:29,70119055,Anna Nagar,College Campus,8.6,77,91.93,16,Rainy,True,88.94,Yes,5,SUV,7781
316470,08-01-2024,07:15:32,29860252,College Campus,Mylapore,29.3,17,92.2,12,Cloudy,False,405.22,Yes,7,Minivan,8533
740019,16-04-2024,15:38:24,31918723,College Campus,Porur,20.5,78,86.15,17,Cloudy,True,171.41,Yes,7,Hatchback,5746
690459,10-01-2024,03:15:37,57743599,College Campus,Porur,20.0,74,92.24,18,Cloudy,False,169.11,No,6,SUV,0
691403,28-04-2024,11:41:37,85526442,College Campus,Tambaram,21.6,36,86.64,18,Cloudy,False,202.74,Yes,7,Minivan,6206
918103,30-01-2024,08:26:14,22948871,Tambaram,College Campus,23.2,30,87.18,12,Cloudy,True,278.1,Yes,5,Minivan,7317
195052,14-04-2024,03:08:55,31110273,Adyar,College Campus,19.6,22,85.0,15,Rainy,True,199.92,Yes,5,Sedan,6594
145552,02-06-2024,16:25:48,65503395,College Campus,Velachery,18.6,43,85.66,16,Sunny,True,179.24,Yes,6,Minivan,5496
441184,17-03-2024,12:31:12,50849039,College Campus,T Nagar,25.4,62,87.27,13,Cloudy,False,281.35,Yes,5,Sedan,8668
375277,27-04-2024,20:45:57,73970668,Tambaram,College Campus,11.4,49,86.07,15,Cloudy,True,117.74,Yes,4,Sedan,5899
963916,29-04-2024,05:44:55,51688974,Velachery,College Campus,17.4,85,87.01,18,Cloudy,True,151.4,Yes,5,Minivan,8635
131771,10-03-2024,07:07:45,60250094,College Campus,Velachery,27.7,45,86.41,17,Rainy,True,274.56,Yes,4,Minivan,6531
372042,26-09-2024,10:34:24,13733153,College Campus,Mylapore,16.4,19,89.32,16,Rainy,False,151.06,No,4,Hatchback,0
447475,25-06-2024,01:52:58,89334201,College Campus,Anna Nagar,13.0,19,87.82,15,Rainy,False,137.0,Yes,6,Hatchback,7415
356407,14-05-2024,03:10:18,60756282,College Campus,Adyar,16.8,29,85.87,17,Cloudy,False,165.48,No,7,Sedan,0
990433,15-01-2024,21:41:00,60220729,College Campus,Adyar,9.3,73,90.08,18,Rainy,False,83.77,Yes,4,Sedan,8997
455441,26-06-2024,23:32:17,62851516,Porur,College Campus,22.4,54,88.54,19,Sunny,False,172.23,Yes,6,SUV,8142
807331,22-12-2024,20:10:16,8815776,Adyar,College Campus,26.0,17,92.46,19,Rainy,True,246.72,Yes,6,Minivan,7685
898502,08-04-2024,14:28:07,54492721,Tambaram,College Campus,22.8,77,86.05,14,Cloudy,False,252.25,Yes,6,SUV,6135
302405,13-10-2024,18:38:50,56233038,College Campus,Tambaram,22.1,54,89.87,17,Cloudy,False,192.77,No,6,Sedan,0
307749,25-05-2024,09:33:26,58467576,College Campus,Mylapore,16.8,50,86.46,15,Cloudy,False,159.78,No,7,Sedan,0
110293,31-08-2024,16:43:30,84582586,T Nagar,College Campus,19.5,42,91.71,14,Sunny,False,249.09,No,5,Sedan,0
898145,30-09-2024,22:06:56,95458001,College Campus,Adyar,9.0,61,89.91,14,Sunny,False,104.04,No,4,Sedan,0
445379,06-06-2024,00:53:48,94668739,College Campus,Mylapore,19.8,22,86.62,20,Sunny,True,141.49,Yes,6,Sedan,8353
650541,02-01-2024,04:33:23,76283939,Mylapore,College Campus,27.7,38,90.18,17,Sunny,False,264.49,Yes,6,Hatchback,5241
417911,04-03-2024,20:52:49,7120444,College Campus,Velachery,11.0,26,85.0,20,Sunny,False,91.16,Yes,7,Minivan,5720
758920,09-08-2024,04:21:46,75189975,Mylapore,College Campus,18.8,77,92.15,20,Rainy,True,155.92,No,5,Minivan,0
975975,25-05-2024,10:29:38,45099513,College Campus,Adyar,27.2,39,86.46,19,Rainy,False,204.23,Yes,6,Minivan,7876
555609,04-04-2024,20:13:37,2451761,College Campus,Tambaram,8.7,42,86.5,15,Rainy,False,97.83,Yes,7,Hatchback,6769
920248,18-01-2024,07:50:28,90424844,Velachery,College Campus,28.4,16,89.45,15,Sunny,False,304.85,No,7,Hatchback,0
890993,27-05-2024,01:52:14,7908913,College Campus,Anna Nagar,25.4,44,85.18,14,Sunny,False,301.35,No,6,Hatchback,0
298599,09-11-2024,06:25:26,54363070,College Campus,Mylapore,13.9,84,92.74,20,Sunny,False,106.35,No,6,Sedan,0
802886,21-09-2024,19:11:47,41956312,Porur,College Campus,17.8,21,90.0,18,Sunny,True,173.55,Yes,6,Hatchback,6088
300379,19-07-2024,13:16:58,43353935,College Campus,Anna Nagar,10.3,19,87.87,12,Cloudy,True,147.07,No,7,Minivan,0
437035,18-02-2024,05:15:00,18727561,College Campus,Porur,11.2,52,85.7,13,Cloudy,False,132.9,Yes,5,SUV,8470
211464,02-06-2024,11:43:36,34958694,College Campus,Velachery,8.2,34,85.66,13,Rainy,True,105.36,Yes,6,Sedan,8076
228337,19-05-2024,13:59:36,74096034,Tambaram,College Campus,13.8,76,85.88,19,Sunny,True,102.92,Yes,4,SUV,6072
489468,19-05-2024,01:23:13,71644681,Anna Nagar,College Campus,15.1,65,85.88,15,Cloudy,False,168.58,No,7,Sedan,0
534634,12-02-2024,10:48:30,32632046,College Campus,Porur,22.7,16,86.02,18,Rainy,False,195.27,Yes,5,Hatchback,5852
903766,17-06-2024,14:15:44,38301431,College Campus,Tambaram,9.1,72,88.36,19,Rainy,False,69.83,Yes,4,Minivan,5688
329461,19-11-2024,14:51:00,59174556,Mylapore,College Campus,28.9,30,94.67,16,Sunny,False,333.45,Yes,7,Minivan,6711
580721,10-03-2024,04:34:29,7908913,College Campus,Mylapore,15.8,47,86.41,16,Cloudy,True,153.59,No,7,Sedan,0
208495,27-02-2024,20:01:55,14394235,College Campus,Anna Nagar,6.6,85,85.71,20,Cloudy,False,50.91,No,6,Sedan,0
894273,28-08-2024,18:56:58,57855301,T Nagar,College Campus,17.2,38,91.08,14,Cloudy,False,184.63,Yes,6,SUV,6903
